OBJECTID,osm_way_id,name,building,Material,_damage,damage_num,SP_count,SP_mean,SP_median,SP_stdev,SP_min,SP_max,SP_Range,Cul_count,Cul_mean,Cul_median,Cul_stdev,Cul_min,Cul_max,Cul_Range,BF_count,BF_mean,BF_median,BF_stdev,BF_min,BF_max,BF_Range,Mid_count,Mid_mean,Mid_median,Mid_stdev,Mid_min,Mid_max,Mid_Range,CulG_count,CulG_mean,CulG_median,CulG_stdev,CulG_min,CulG_max,CulG_Range,BFG_count,BFG_mean,BFG_median,BFG_stdev,BFG_min,BFG_max,BFG_Range,SPG_count,SPG_mean,SPG_median,SPG_stdev,SPG_min,SPG_max,SPG_Range,MidG_count,MidG_mean,MidG_median,MidG_stdev,MidG_min,MidG_max,MidG_Range,HSPG_count,HSPG_mean,HSPG_median,HSPG_stdev,HSPG_min,HSPG_max,HSPG_Range,Sat_count,Sat_mean,Sat_median,Sat_min,Sat_max,Sat_stdev,Sat_Range
297,261408693,,yes,3,significant,2,,,,,,,0,,,,,,,0,29679,0.293083192,0.247695193,0.20099756,2.16829E-05,0.833097279,0.833075596,,,,,,,0,,,,,,,0,289493,0.246901503,0.217861459,0.165768376,1.32393E-06,0.862367332,0.862366008,,,,,,,0,,,,,,,0,,,,,,,0,5034,0.192649447,0.207245782,0.000149562,0.725490212,0.110413755,0.72534065
299,261408702,,yes,3,partial,1,,,,,,,0,,,,,,,0,5322,0.332659126,0.29857254,0.255715216,0.00020411,0.82365042,0.823446309,,,,,,,0,,,,,,,0,51886,0.186781367,0.092343234,0.200673929,0,0.874656022,0.874656022,,,,,,,0,,,,,,,0,,,,,,,0,901,0.13275332,0.092597283,0.00058235,0.440096736,0.111658952,0.439514386
301,261408704,,yes,1,none,0,,,,,,,0,,,,,,,0,16428,0.298115013,0.240271688,0.255352719,9.61862E-05,0.839336693,0.839240507,,,,,,,0,,,,,,,0,160219,0.105318229,0.059205063,0.107335058,0,0.793397784,0.793397784,,,,,,,0,,,,,,,0,,,,,,,0,2789,0.073202329,0.035369769,5.29877E-06,0.532479584,0.094288657,0.532474285
303,261408708,SimpsonBay,hotel,1,none,0,,,,,,,0,,,,,,,0,79191,0.204156688,0.154484913,0.173382025,0,0.878376901,0.878376901,,,,,,,0,,,,,,,0,772442,0.158794896,0.125246763,0.136582531,0,0.960784316,0.960784316,,,,,,,0,,,,,,,0,,,,,,,0,13428,0.118694708,0.090091214,5.29877E-06,0.749019623,0.105385749,0.749014324
309,261408719,,yes,3,none,0,,,,,,,0,,,,,,,0,11085,0.230949994,0.24335286,0.191586064,0.00020411,0.853995025,0.853790915,,,,,,,0,,,,,,,0,108125,0.124538553,0.12362466,0.093453371,0,0.784313738,0.784313738,,,,,,,0,,,,,,,0,,,,,,,0,1885,0.058335334,0.035747692,0.000234859,0.383102,0.061479045,0.382867141
313,261408729,,yes,3,partial,1,,,,,,,0,,,,,,,0,13352,0.168852737,0.15585351,0.160088769,2.16829E-05,0.810384572,0.810362889,,,,,,,0,,,,,,,0,130174,0.093740686,0.09776444,0.077921702,1.32393E-06,0.752037525,0.752036201,,,,,,,0,,,,,,,0,,,,,,,0,2258,0.066666791,0.044142846,0.000203847,0.379305422,0.067106724,0.379101575
314,261408731,,yes,4,unknown,-99,,,,,,,0,,,,,,,0,4823,0.241649654,0.179693684,0.204664706,2.16829E-05,0.850161493,0.85013981,,,,,,,0,,,,,,,0,47196,0.19874084,0.196827978,0.112956002,1.32393E-06,0.838321686,0.838320362,,,,,,,0,,,,,,,0,,,,,,,0,829,0.113972792,0.061279751,0.000421538,0.447058827,0.115599992,0.446637289
315,261408732,,yes,3,partial,1,,,,,,,0,,,,,,,0,10842,0.149935675,0.051708519,0.180807368,0,0.845094681,0.845094681,,,,,,,0,,,,,,,0,105778,0.098301584,0.044832192,0.126540063,3.05571E-05,0.895236015,0.895205458,,,,,,,0,,,,,,,0,,,,,,,0,1846,0.064593325,0.046213493,1.06819E-05,0.418344259,0.066775444,0.418333577
316,261408735,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,4825,0.370488525,0.412375152,0.194741935,0.000133661,0.826307654,0.826173993,,,,,,,0,,,,,,,0,47043,0.317247965,0.322752059,0.181098536,3.05571E-05,0.797934234,0.797903677,,,,,,,0,,,,,,,0,,,,,,,0,816,0.19851467,0.181465432,0.000856042,0.530094326,0.120645272,0.529238284
318,261408738,,yes,3,none,0,,,,,,,0,,,,,,,0,13673,0.150392736,0.076591671,0.171337462,0,0.839336693,0.839336693,,,,,,,0,,,,,,,0,133299,0.133158791,0.065624408,0.159762855,0,0.862455904,0.862455904,,,,,,,0,,,,,,,0,,,,,,,0,2321,0.107475565,0.066937014,0.000220605,0.438247353,0.095629388,0.438026748
319,261408741,,yes,2,none,0,,,,,,,0,,,,,,,0,6883,0.237778402,0.213223115,0.164695888,0.000224027,0.768575609,0.768351582,,,,,,,0,,,,,,,0,67142,0.129372606,0.094816312,0.126251126,1.32393E-06,0.718278766,0.718277442,,,,,,,0,,,,,,,0,,,,,,,0,1164,0.073308815,0.042889673,0.00015317,0.411210328,0.077135043,0.411057158
324,265143005,Ministry of VROMI,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2766,0.200165756,0.055879716,3.09055E-05,0.668182731,0.20533623,0.668151825
325,277745266,Bute Hotel,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2996,0.134386353,0.099087283,8.93757E-05,0.652190447,0.113588844,0.652101071
326,277745267,NAPA,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1981,0.090231758,0.064813375,3.09055E-05,0.573071063,0.095773183,0.573040157
327,277745268,Li & Lee Supermarket,yes,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1996,0.11339656,0.102509737,4.43877E-05,0.459429651,0.075446894,0.459385264
328,297645419,BearingPoint Caribbean Sint Maarten,commercial,6,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2846,0.166601208,0.172187567,0.000153309,0.372886777,0.096304686,0.372733468
360,338579502,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3404,0.181842271,0.175767809,0.000112703,0.523447514,0.088647998,0.523334811
361,338579503,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1640,0.167902969,0.095405661,0.000113812,0.661149919,0.162718077,0.661036107
362,338579504,,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,4576,0.146165009,0.106822811,0.000121722,0.582991242,0.120327916,0.58286952
363,338579505,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,6997,0.111279048,0.085936747,0.000100685,0.497013181,0.087999263,0.496912496
364,338579506,,yes,3,none,0,,,,,,,0,18315,0.438429135,0.461993337,0.159487504,0,0.854901969,0.854901969,,,,,,,0,,,,,,,0,18315,0.118717965,0.100635789,0.093210963,2.79292E-05,0.921568632,0.921540703,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3107,0.15079019,0.113597967,0.000449509,0.586766481,0.12280921,0.586316972
367,338579509,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2019,0.051775333,0.046338785,5.10133E-05,0.302136719,0.039579372,0.302085706
368,338579510,,yes,3,none,0,,,,,,,0,13452,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,13452,0,0,0,0,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3420,0.14078147,0.152749225,0.000137415,0.282735616,0.090432848,0.282598201
369,338579511,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,887,0.078297278,0.060350202,3.80877E-05,0.312207371,0.062412801,0.312169283
370,338579513,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2186,0.124848655,0.064876109,1.6542E-05,0.6580832,0.147235336,0.658066658
371,338579514,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,448,0.155222504,0.151510179,0.000500622,0.550363362,0.085202528,0.54986274
373,338579516,,yes,3,none,0,,,,,,,0,6052,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,6052,0,0,0,0,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1788,0.101195358,0.078677863,0.000120882,0.321322143,0.077523992,0.321201261
374,338579517,Fresh Pond Supermarket,supermarket,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1310,0.157118549,0.125848383,6.63347E-05,0.470585346,0.117465803,0.470519012
375,338579519,,yes,2,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,588,0.062317898,0.051306751,6.63347E-05,0.275111586,0.052612413,0.275045251
376,338579520,,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,804,0.096547284,0.079579234,4.43877E-05,0.501513839,0.065795068,0.501469451
377,338579521,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2735,0.065060334,0.049304705,0.000309087,0.610901952,0.060510359,0.610592865
379,338579523,,yes,3,none,0,,,,,,,0,8043,0.171630755,0.171630755,0,0.171630755,0.171630755,0,,,,,,,0,,,,,,,0,8043,0,0,0,0,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1512,0.135514946,0.152602583,8.93757E-05,0.316345483,0.092439493,0.316256107
380,338579524,,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2902,0.10663204,0.079273202,8.93757E-05,0.476962537,0.085659169,0.476873161
381,338579528,,yes,3,partial,1,,,,,,,0,18839,0.280398071,0.277880579,0.184240601,6.29459E-05,0.787317574,0.787254628,,,,,,,0,,,,,,,0,18839,0.163139086,0.095262565,0.161398067,0.00027573,0.754817963,0.754542233,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,3194,0.167631979,0.170499101,0.000137415,0.396387517,0.050213404,0.396250103
383,338579530,Dutch Bakery,yes,3,partial,1,10280,0.107729994,0.107729994,0,0.107729994,0.107729994,0,10280,0.218546568,0.157851204,0.16678947,5.84471E-05,0.843137264,0.843078817,,,,,,,0,,,,,,,0,10280,0.159389064,0.14410381,0.08846269,0.00021576,0.686274529,0.686058768,,,,,,,0,10280,0.152577922,0.152577922,0,0.152577922,0.152577922,0,,,,,,,0,10280,0.055555556,0.055555556,0,0.055555556,0.055555556,0,1740,0.266067026,0.310030609,0.005741561,0.628461301,0.086053268,0.62271974
384,338579531,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,352,0.209522815,0.195023119,0.021711787,0.460339576,0.071209277,0.438627789
385,338579533,,yes,3,significant,2,,,,,,,0,5534,0.201934502,0.174132496,0.139066149,5.96146E-05,0.674847484,0.674787869,,,,,,,0,,,,,,,0,5534,0.164016872,0.121970847,0.13956078,2.79292E-05,0.968627453,0.968599524,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,938,0.146578983,0.143747374,0.019940047,0.4529185,0.073933601,0.432978453
386,338579534,,commercial,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2163,0.160324189,0.119498119,8.16729E-06,0.524901807,0.14187,0.52489364
387,338579536,Professional Office Park,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1402,0.112272313,0.092357807,0.000142618,0.497577816,0.094523196,0.497435198
389,338579538,,yes,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2602,0.079404756,0.064863622,5.57129E-05,0.427787274,0.055669978,0.427731561
390,338579539,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1098,0.083620668,0.051031616,5.12244E-05,0.501960099,0.101218046,0.501908874
391,338581738,,residential,6,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1484,0.058093969,0.04448906,8.16729E-06,0.58495301,0.059472024,0.584944843
392,338581739,,yes,3,unknown,-99,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,926,0.229453555,0.281469166,0.000524229,0.352363646,0.101015672,0.351839417
393,338581740,Lions Den Sint Maarten,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1737,0.106662082,0.080884077,6.63347E-05,0.353840858,0.08084142,0.353774523
394,338581741,,residential,6,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1443,0.0776179,0.041103765,8.16729E-06,0.306484133,0.080391813,0.306475966
395,338581742,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,536,0.077120991,0.059448726,0.000617826,0.341284335,0.061604741,0.340666509
396,338581743,,house,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,829,0.092866432,0.074556559,2.89084E-06,0.482352942,0.089502088,0.482350051
397,338581745,,residential,6,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1431,0.040743306,0.027275037,8.16729E-06,0.278914899,0.043537492,0.278906731
398,338581746,,yes,3,unknown,-99,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1276,0.075701136,0.061399706,0.000112703,0.294892609,0.053997761,0.294779906
399,344072606,Islamitisch Centrum van St Maarten,mosque,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1392,0.131066788,0.133017212,0.000173331,0.311376393,0.070360368,0.311203062
402,351100878,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1348,0.085118398,0.085118398,0.085118398,0.085118398,0,0
403,351100881,,yes,6,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,245,0.085118398,0.085118398,0.085118398,0.085118398,0,0
404,351100883,,yes,6,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1518,0.085118398,0.085118398,0.085118398,0.085118398,0,0
409,351100890,,yes,6,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,193,0.126486928,0.079199426,8.0319E-06,0.663799763,0.125096433,0.663791731
411,351100893,,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1447,0.085118398,0.085118398,0.085118398,0.085118398,0,0
412,351100895,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1036,0.085118398,0.085118398,0.085118398,0.085118398,0,0
413,351100898,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0
416,351100903,,yes,6,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,372,0.085118398,0.085118398,0.085118398,0.085118398,0,0
417,351100905,,yes,6,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,679,0.085118398,0.085118398,0.085118398,0.085118398,0,0
419,351100907,Department of Statistics,yes,1,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1875,0.099077582,0.088351704,4.74692E-05,0.431352526,0.07717774,0.431305057
420,351100909,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,536,0.085118398,0.085118398,0.085118398,0.085118398,0,0
421,351100910,,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1096,0.085118398,0.085118398,0.085118398,0.085118398,0,0
448,362827230,Philipsburg Jubilee Library,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,7011,0.099338255,0.078951187,2.00305E-05,0.469421595,0.080347366,0.469401565
449,362827231,parkle Jewelers,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,175,0.110973791,0.093351521,0.006768912,0.321518093,0.065719938,0.314749181
450,362827232,R&R Collection,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,459,0.095420706,0.069820181,8.0319E-06,0.474048406,0.102416084,0.474040374
451,362827233,Sint Rose Cafe,yes,2,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,472,0.21653069,0.19131127,0.000682481,0.576124609,0.127553456,0.575442128
452,362827234,Rama's,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,529,0.099196535,0.084230095,0.00038434,0.360206693,0.077652323,0.359822353
453,362827235,,commercial,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,2272,0.079268211,0.068489127,0.000439717,0.316818804,0.053286123,0.316379086
454,362827236,Cleopatra,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,340,0.248791452,0.250724941,0.0030551,0.648581028,0.142913766,0.645525928
455,362827237,Kuki Gift Shop,yes,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,247,0.203381221,0.177048206,0.001526671,0.67726475,0.157982297,0.675738079
457,362827239,,yes,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,566,0.123156584,0.094309695,0.00038434,0.434935629,0.093757184,0.434551289
458,362827240,,commercial,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,428,0.05536423,0.03132508,3.80877E-05,0.238145411,0.056354947,0.238107323
459,362827241,,office,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,632,0.058075234,0.035382565,0.000394822,0.35991919,0.068509104,0.359524368
460,362827242,Chic Optic,yes,1,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,376,0.064907227,0.053876583,3.80877E-05,0.247297123,0.051812877,0.247259035
461,362827243,,commercial,4,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,788,0.109146177,0.085212961,0.000393758,0.387329489,0.08938339,0.386935731
462,362827244,Levi's,yes,6,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,259,0.064935662,0.060134545,0.000311969,0.310486704,0.044787793,0.310174735
463,362827245,Friendly Duty Free,yes,3,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,892,0.026761274,0.009732462,0.000394822,0.328708231,0.04222408,0.328313409
464,362827246,Caribbean Gems,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,659,0.113130837,0.108898103,0.000629799,0.290033728,0.065200552,0.289403929
465,362827247,,office,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,677,0.062026017,0.028973188,0.000487145,0.254648626,0.064172368,0.254161481
466,362827248,,commercial,2,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,267,0.075274274,0.060309075,0.002299002,0.241514683,0.055262923,0.239215681
467,362827249,,commercial,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,273,0.053802842,0.032555044,4.74692E-05,0.42235294,0.058877851,0.422305471
468,362827251,,commercial,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,187,0.303502678,0.303143293,0.001692279,0.600055456,0.181917513,0.598363177
469,362827252,,commercial,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,167,0.103639137,0.065612279,0,0.472889334,0.103596094,0.472889334
470,362827253,Pandora,yes,6,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,263,0.083223273,0.061562601,4.74692E-05,0.328625947,0.067057044,0.328578478
471,362827255,,commercial,5,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,147,0.24964631,0.245260835,0.001627747,0.446290761,0.12633504,0.444663014
472,362827256,,commercial,3,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,324,0.121539264,0.027172616,0,0.59304142,0.164910652,0.59304142
473,362827257,,commercial,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,1768,0.09025473,0.067597121,2.00305E-05,0.391464472,0.072483925,0.391444441
474,362827258,Mr. Tablecloth,yes,1,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,480,0.201707119,0.182191461,0.00125857,0.653472602,0.131588128,0.652214033
475,362827259,Polarized Sunglasses Outlet,yes,2,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,460,0.26758961,0.295919448,0.010355215,0.54836297,0.123067472,0.538007756
476,362827260,Super Plaza,commercial,3,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,6235,0.138521182,0.136680156,3.09262E-05,0.601522207,0.09800782,0.601491281
477,362827261,,commercial,1,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,266,0.080097451,0.055068817,0.001148659,0.366827786,0.075705083,0.365679127
478,362827263,,commercial,4,partial,1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,128,0.201768273,0.232450843,0.000164823,0.448286533,0.119826466,0.448121711
479,362827264,Alpha Jewels,yes,6,significant,2,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,347,0.105517382,0.097280398,0.000567351,0.448083311,0.064674361,0.44751596
480,362827265,Sona Gift Shop,yes,3,none,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,908,0.08782662,0.09460479,0.000487145,0.560949147,0.096360651,0.560462002
481,362827267,Haven,yes,4,destroyed,3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,174,0.192559708,0.132883549,0.005443776,0.534387708,0.147999043,0.528943931
