OBJECTID,osm_way_id,name,building,Material,_damage,damage_num,SP_count,SP_mean,SP_median,SP_stdev,SP_min,SP_max,SP_Range,SPG_count,SPG_mean,SPG_median,SPG_stdev,SPG_min,SPG_max,SPG_Range
6092,521537658,,yes,3,none,0,4246,0.255376123,0.258810103,0.156570727,0.000133166,0.671163023,0.671029857,4246,0.113266493,0.072824582,0.120930584,4.94E-05,0.800000012,0.799950639
7746,521575821,,yes,3,none,0,7372,0.219073198,0.182827368,0.156824282,7.59E-05,0.749019623,0.748943731,7372,0.230887999,0.167778328,0.186813321,4.85E-05,0.858823538,0.858775078
12565,525406543,,yes,3,none,0,1316,0.255715477,0.26658076,0.156909981,0.000195856,0.847058833,0.846862976,1316,0.130940788,0.101039596,0.087749313,0.000448581,0.406353414,0.405904833
6093,521537660,,yes,1,none,0,653,0.258933133,0.255542219,0.157430208,0.000241641,0.725490212,0.725248572,653,0.136483973,0.110048026,0.110730314,0.000278003,0.490593553,0.49031555
6659,521552867,,yes,3,none,0,4778,0.368543093,0.356826663,0.157442373,9.14E-05,0.81434691,0.814255506,4778,0.260918197,0.203648493,0.21665137,8.39E-05,0.810324728,0.810240789
7717,521575781,,yes,1,none,0,7526,0.219341777,0.196015984,0.157816861,8.43E-06,0.988235295,0.988226867,7526,0.190592981,0.155566573,0.150967168,1.04E-05,0.792156875,0.792146434
6379,521543922,,yes,1,none,0,3705,0.19959879,0.155656025,0.158044235,2.36E-05,0.707392335,0.707368743,3705,0.138323545,0.107192256,0.118939135,9.67E-05,0.690241814,0.690145103
6429,521543973,,yes,3,none,0,2352,0.185753603,0.149143159,0.158468369,2.91E-05,0.876851439,0.876822322,2352,0.093310646,0.081077978,0.10180776,0.0003701,0.841506362,0.841136262
4561,521466781,,yes,1,none,0,4008,0.608616717,0.67401123,0.158694134,0.001535108,0.820450962,0.818915854,4008,0.053968036,0.015636902,0.11948927,4.94E-05,0.774323046,0.774273674
9139,521628876,,yes,3,none,0,2029,0.239111861,0.196335122,0.158755133,0.00013806,0.718287349,0.718149288,2029,0.13325219,0.056413557,0.182435757,4.57E-05,0.854901969,0.854856228
4548,521466767,,yes,3,none,0,502,0.26571816,0.247291327,0.158966735,0.000819639,0.701417625,0.700597986,502,0.280438009,0.168162733,0.25042862,0.000951362,0.725355923,0.724404562
12422,525371136,,yes,1,none,0,278,0.227446394,0.216569602,0.158987859,0.000734875,0.540085256,0.539350381,278,0.300503561,0.30628109,0.188705604,0.000836901,0.666209042,0.665372141
9240,521632153,,yes,3,none,0,988,0.356634259,0.334836841,0.159024445,0.003341453,0.716351926,0.713010473,988,0.180466192,0.166481137,0.145836525,0.000120093,0.693704665,0.693584572
5981,521520680,,yes,1,none,0,8173,0.32049006,0.342313439,0.159111618,0.00013277,0.800044894,0.799912125,8173,0.502037667,0.576833844,0.199268063,0.000363256,0.847422063,0.847058807
7737,521575806,,yes,3,none,0,3305,0.313779198,0.319716692,0.159147874,0.00091039,0.727559805,0.726649415,3305,0.146985845,0.09996675,0.154235204,9.20E-05,0.815253735,0.8151617
7615,521571144,,yes,3,none,0,5791,0.203223099,0.16131486,0.159344114,2.36E-05,0.821781516,0.821757924,5791,0.143894772,0.114274114,0.128744879,4.85E-05,0.808769226,0.808720767
12403,525363643,,yes,1,none,0,1767,0.19441229,0.152859896,0.159438043,2.36E-05,0.776086748,0.776063156,1767,0.234401791,0.239613041,0.136661735,2.07E-06,0.618748069,0.618745995
9376,521648834,,house,3,none,0,2750,0.307271748,0.352912545,0.159476245,0.001908098,0.670900762,0.668992664,2750,0.138674926,0.112174943,0.100395374,8.39E-05,0.688043714,0.687959774
12629,525407826,,yes,1,none,0,5622,0.219381042,0.187641263,0.159693489,3.23E-05,0.835294127,0.835261826,5622,0.268515868,0.24378261,0.191199256,4.57E-05,0.828377068,0.828331327
16320,525633137,,yes,1,none,0,6551,0.252646959,0.258324951,0.159875008,8.43E-06,0.826851428,0.826842999,6551,0.143845326,0.106916666,0.13617667,2.07E-06,0.761181772,0.761179698
6712,521553794,,yes,1,none,0,6028,0.203780188,0.165789306,0.16003235,0,0.82437253,0.82437253,6028,0.160739289,0.119337082,0.144889155,6.12E-06,0.843137264,0.84313114
9265,521632179,,yes,4,none,0,2847,0.216748283,0.185842589,0.160134099,0.000133166,0.711007535,0.71087437,2847,0.359026873,0.397029787,0.188839198,0.000341055,0.729575396,0.72923434
12408,525363648,,yes,3,none,0,582,0.301047896,0.320732951,0.160143816,0.000847708,0.560829163,0.559981455,582,0.072490519,0.039043568,0.095490544,0.000342157,0.54801631,0.547674153
9138,521628875,,yes,1,none,0,1536,0.244515104,0.241344631,0.160463814,9.14E-05,0.760961592,0.760870189,1536,0.245575125,0.261861116,0.127274149,0.000319541,0.585623622,0.585304081
9250,521632164,,yes,3,none,0,2653,0.249121739,0.239247993,0.160542911,4.49E-05,0.627496004,0.627451126,2653,0.150896702,0.08363416,0.151713309,2.07E-06,0.627730787,0.627728713
12450,525371164,,yes,3,none,0,1600,0.242798382,0.21573332,0.160606929,0.000642745,0.749064505,0.748421761,1600,0.269363357,0.276959836,0.165238002,0.000333133,0.747695565,0.747362432
7626,521571155,,yes,1,none,0,4644,0.211959347,0.156319603,0.160742981,4.49E-05,0.763761759,0.763716881,4644,0.179349392,0.146781638,0.136390462,6.12E-06,0.804576337,0.804570213
5894,521520587,,yes,6,none,0,4582,0.187209651,0.117881633,0.160755391,0.000114454,0.87843138,0.878316926,4582,0.173715807,0.149382859,0.147330705,0.000363256,0.674873054,0.674509798
7617,521571146,,yes,3,none,0,5796,0.205896366,0.18147102,0.161192282,8.43E-06,0.673710167,0.673701739,5796,0.110951235,0.066569954,0.091562409,0.000165572,0.609745622,0.60958005
6658,521552866,,yes,3,none,0,2420,0.245157089,0.216525584,0.161251834,3.65E-05,0.633357525,0.633320988,2420,0.181198879,0.185315341,0.121060778,0.000165572,0.5249964,0.524830828
12445,525371159,,yes,1,none,0,2609,0.433009022,0.403073847,0.161273769,0.000123557,0.834494531,0.834370974,2609,0.055012301,0.025841154,0.073661724,9.20E-05,0.609976172,0.609884138
9241,521632154,,yes,1,none,0,10664,0.205732551,0.167778909,0.161453152,2.90E-05,0.683862925,0.683833931,10664,0.154415414,0.100408524,0.143733097,2.07E-06,0.760784328,0.760782254
12534,525405650,,yes,3,none,0,2808,0.304945083,0.274672359,0.161583348,6.50E-05,0.784358621,0.784293657,2808,0.233084721,0.18553105,0.143573719,0.000398237,0.807410598,0.807012361
6894,521561304,,yes,1,none,0,4551,0.283851784,0.256623656,0.161607347,2.36E-05,0.837622404,0.837598812,4551,0.266432325,0.221251935,0.177979338,0.000101349,0.741424561,0.741323211
12324,525320013,,yes,3,none,0,1409,0.249867616,0.23905313,0.161635176,9.14E-05,0.663581014,0.66348961,1409,0.154860437,0.104426108,0.149266017,0.000333133,0.834019542,0.833686409
12573,525406551,,yes,1,none,0,2569,0.285714478,0.313660532,0.161680888,4.90E-05,0.818312705,0.818263681,2569,0.185890928,0.133817315,0.146916423,0.000134962,0.844348073,0.844213111
12533,525405649,,yes,1,none,0,2855,0.246582983,0.228401124,0.161962388,3.65E-05,0.82437253,0.824335994,2855,0.206091545,0.189122006,0.144801853,0.000319541,0.765852928,0.765533387
4552,521466772,,yes,2,none,0,2201,0.619778508,0.638672531,0.162050049,0.006083785,0.856886923,0.850803138,2201,0.653801758,0.65918678,0.121884622,0.152577922,0.847422063,0.694844142
16316,525633133,,yes,3,none,0,4560,0.345905067,0.350156575,0.162055583,8.43E-06,0.849073231,0.849064803,4560,0.117055914,0.075819045,0.112147049,8.39E-05,0.679677308,0.679593368
8876,521620818,,yes,3,none,0,3796,0.310188425,0.317075729,0.162070063,3.23E-05,0.791212738,0.791180436,3796,0.218116045,0.175936729,0.168218043,0.000187899,0.771918178,0.771730278
1957,366953010,St. Peter's Auto Parts,yes,3,none,0,3569,0.231999336,0.1665117,0.162080581,2.90E-05,0.604128063,0.604099069,3569,0.125701313,0.081954703,0.114940982,0.000882594,0.573560119,0.572677525
12442,525371156,,yes,3,none,0,184,0.337589115,0.370599777,0.162263402,0.000123557,0.687749684,0.687626127,184,0.218813732,0.198096395,0.122819925,0.005048824,0.771890223,0.766841399
7671,521574294,,yes,3,none,0,2363,0.490699573,0.504985809,0.162314899,0.006946605,0.879151464,0.872204858,2363,0.269141639,0.227052748,0.197161452,0.000342157,0.845928609,0.845586452
12574,525406552,,yes,1,none,0,346,0.217862067,0.173648253,0.162337026,0.002209709,0.58834976,0.586140051,346,0.201566835,0.189176798,0.1223908,0.000583734,0.470740795,0.470157061
12501,525405438,,yes,6,none,0,3437,0.2569011,0.280630589,0.162807699,2.91E-05,0.7813344,0.781305283,3437,0.154146699,0.124836728,0.140321712,2.07E-06,0.758546352,0.758544279
9569,521829798,,yes,1,none,0,8333,0.268312858,0.278993785,0.162860967,4.49E-05,0.655427754,0.655382876,8333,0.134069434,0.09455765,0.123697309,2.07E-06,0.650486588,0.650484515
7421,521568439,,yes,3,none,0,3856,0.254581684,0.239640251,0.162992575,7.59E-05,0.806179345,0.806103453,3856,0.168400589,0.136034086,0.122574586,0.00079128,0.819607854,0.818816574
6966,521562119,,yes,3,none,0,4465,0.224617089,0.193878576,0.163017091,2.90E-05,0.831487,0.831458006,4465,0.08735324,0.071509428,0.075071176,2.07E-06,0.571890235,0.571888161
7631,521571162,,yes,3,none,0,4431,0.209117704,0.18434602,0.163046635,8.43E-06,0.768627465,0.768619037,4431,0.172113414,0.165718362,0.139265212,2.07E-06,0.827003062,0.827000988
7410,521568416,,yes,2,none,0,2869,0.198091735,0.159964681,0.163842387,4.49E-05,0.559873939,0.559829061,2869,0.154425292,0.137351617,0.137844253,4.57E-05,0.539664865,0.539619124
3313,521357584,,yes,3,none,0,4386,0.244890791,0.231925458,0.163940079,0.000101469,0.780437231,0.780335762,4386,0.169424032,0.176386654,0.123007982,9.20E-05,0.828598022,0.828505988
6544,521548808,,yes,3,none,0,2468,0.188498615,0.15115881,0.164146504,0.000182777,0.767684877,0.7675021,2468,0.1537776,0.104370758,0.128701388,8.39E-05,0.735656679,0.735572739
6057,521537457,,yes,1,none,0,3384,0.20877581,0.168096915,0.164296938,2.36E-05,0.819607854,0.819584262,3384,0.430706188,0.419607848,0.189200288,0.000333105,0.847058833,0.846725728
4692,521476833,,yes,6,none,0,4563,0.265965975,0.28264451,0.164303083,7.59E-05,0.734275579,0.734199688,4563,0.17558922,0.097919121,0.162149105,0.000120093,0.745143771,0.745023679
12370,525363595,,yes,1,none,0,3401,0.113314248,0.053957857,0.164431977,0.000114454,0.870588243,0.870473789,3401,0.104404892,0.069109812,0.09985026,4.57E-05,0.631237566,0.631191825
7709,521575767,,yes,3,none,0,5926,0.267958272,0.24826555,0.164435192,2.90E-05,0.642457604,0.642428611,5926,0.19574902,0.193354264,0.084379382,0.000412976,0.734963536,0.73455056
12603,525406581,,yes,6,none,0,4387,0.189695783,0.125380039,0.164497373,8.43E-06,0.688259482,0.688251054,4387,0.113947895,0.115365013,0.072951979,0.000165572,0.609321535,0.609155963
4689,521475009,,yes,1,none,0,4636,0.215178171,0.194462329,0.164506854,8.43E-06,0.862745106,0.862736678,4636,0.125514736,0.101030178,0.091083981,0.000165572,0.645050228,0.644884656
9360,521648814,,house,1,none,0,5666,0.205326365,0.168668538,0.164546501,8.13E-05,0.674090266,0.674008988,5666,0.25047363,0.249376372,0.177113533,4.85E-05,0.784313738,0.784265279
8460,521594481,,yes,1,none,0,3130,0.26128105,0.258675396,0.164670879,8.43E-06,0.647710204,0.647701776,3130,0.222435423,0.226919159,0.145704406,0.000152567,0.656068683,0.655916116
12566,525406544,,yes,2,none,0,792,0.297762763,0.289676011,0.164826833,0.00013806,0.644024253,0.643886193,792,0.185007888,0.1319727,0.132985699,0.001489709,0.538877904,0.537388195
6668,521553150,,yes,3,none,0,7764,0.332770282,0.366963625,0.164887161,2.36E-05,0.646238089,0.646214497,7764,0.084696638,0.038424406,0.125838882,2.07E-06,0.825159609,0.825157536
9313,521638043,,yes,6,none,0,3398,0.230181449,0.207919031,0.164948518,8.43E-06,0.836472273,0.836463845,3398,0.164787966,0.134575814,0.109078506,8.39E-05,0.688872039,0.6887881
9364,521648819,,house,1,none,0,3036,0.343327112,0.337290615,0.165268043,3.65E-05,0.800000012,0.799963475,3036,0.153762878,0.10752172,0.127386765,8.39E-05,0.695268691,0.695184751
6901,521561444,,yes,6,none,0,8881,0.330496916,0.353270829,0.165339243,3.23E-05,0.668141842,0.668109541,8881,0.249556274,0.196441695,0.212911614,2.07E-06,0.721561015,0.721558941
10078,524725451,,yes,1,none,0,9262,0.233830137,0.20475398,0.165411864,0,0.856886923,0.856886923,9262,0.155517929,0.127055645,0.124401349,2.07E-06,0.846683443,0.846681369
6062,521537466,,yes,1,none,0,5360,0.265533812,0.252350271,0.165420656,3.65E-05,0.8591398,0.859103264,5360,0.164513534,0.139281183,0.126719625,6.12E-06,0.752986908,0.752980784
16331,525633151,,yes,1,none,0,1982,0.255465455,0.240661591,0.165599823,0.000114708,0.875113606,0.874998899,1982,0.144828625,0.091416441,0.170424875,0.000165572,0.840899289,0.840733717
4554,521466774,,yes,1,none,0,3807,0.302357684,0.280716598,0.165856491,3.23E-05,0.7447142,0.744681899,3807,0.192743982,0.162056834,0.143091758,0.000187899,0.728386641,0.728198741
8461,521594482,,yes,3,none,0,5054,0.306991639,0.316247642,0.166026573,8.43E-06,0.760784328,0.7607759,5054,0.091570472,0.080128156,0.082172463,0.000333105,0.556745708,0.556412603
12441,525371155,,yes,3,none,0,1515,0.35529107,0.385149658,0.16608881,8.43E-06,0.759032547,0.759024119,1515,0.091452152,0.028671801,0.138308738,0.000236119,0.639312387,0.639076267
9124,521627589,,yes,4,none,0,5513,0.212100163,0.169670776,0.166261901,3.23E-05,0.823529422,0.823497121,5513,0.178622283,0.140523002,0.142092923,4.57E-05,0.786637068,0.786591327
4679,521470354,,yes,3,none,0,4431,0.26419223,0.256226599,0.1663632,1.55E-05,0.749046147,0.749030623,4431,0.130682421,0.092804253,0.125705019,0.000101349,0.703171611,0.703070262
6053,521537450,,yes,1,none,0,8761,0.254378841,0.23300676,0.166409669,7.59E-05,0.854901969,0.854826078,8761,0.160472036,0.11144802,0.148649225,6.12E-06,0.74498105,0.744974926
16375,525652818,,yes,3,none,0,1255,0.217320447,0.1701179,0.166483896,4.49E-05,0.758850217,0.758805339,1255,0.151280917,0.133730814,0.109745764,0.00044006,0.6490767,0.64863664
12364,525363589,,yes,1,none,0,1174,0.247738518,0.21171385,0.166687202,0.000114454,0.761169314,0.76105486,1174,0.186777886,0.122036234,0.164242457,0.000273079,0.738405943,0.738132864
7396,521568391,,yes,3,none,0,3672,0.201160685,0.188362658,0.166965259,2.90E-05,0.770445347,0.770416353,3672,0.074932256,0.067432642,0.04643739,0.000765976,0.836938202,0.836172226
12431,525371145,,yes,3,none,0,1190,0.267402617,0.244483963,0.166981968,0.000162563,0.68965292,0.689490357,1190,0.145166765,0.109846927,0.108371751,2.07E-06,0.672362208,0.672360135
7444,521568467,,yes,3,none,0,3719,0.246209689,0.20773299,0.167071476,1.55E-05,0.666282833,0.666267309,3719,0.125769614,0.112022497,0.087941724,0.000165572,0.716291428,0.716125856
12504,525405441,,yes,6,none,0,3388,0.465711746,0.509334207,0.167087632,0.000852906,0.827835977,0.826983072,3388,0.118480511,0.066574633,0.114879579,9.20E-05,0.697643638,0.697551603
16322,525633139,,yes,1,none,0,980,0.270191531,0.335350275,0.167357397,0.000312505,0.722208917,0.721896412,980,0.115032365,0.105131477,0.080073487,9.67E-05,0.47682476,0.476728049
4539,521466758,,yes,6,none,0,3050,0.383149311,0.429520607,0.167367593,6.50E-05,0.757306874,0.75724191,3050,0.10376166,0.079648696,0.097234393,8.39E-05,0.620859683,0.620775743
9565,521829793,,yes,3,none,0,3151,0.184226117,0.135620698,0.167417083,3.56E-05,0.667504668,0.667469067,3151,0.185189738,0.129014418,0.152977097,6.12E-06,0.734934092,0.734927967
7713,521575773,,yes,3,none,0,4101,0.394240277,0.428133428,0.167481222,0.000182777,0.82035619,0.820173413,4101,0.117268664,0.105497696,0.09859017,2.07E-06,0.791498065,0.791495991
7602,521571128,,yes,3,none,0,4181,0.276328738,0.232955217,0.167482646,8.43E-06,0.773074806,0.773066378,4181,0.169236001,0.174446359,0.120826022,8.39E-05,0.654852569,0.65476863
9379,521648837,,house,3,none,0,3423,0.235175349,0.188349754,0.167510527,4.49E-05,0.796078444,0.796033565,3423,0.151614152,0.129294753,0.101538164,0.000432519,0.695726156,0.695293637
12378,525363607,,yes,3,none,0,1291,0.295701307,0.267539799,0.167537981,0.000227509,0.689016581,0.688789072,1291,0.169749484,0.148481742,0.136934999,0.000244106,0.586479664,0.586235558
6760,521555329,,yes,1,none,0,730,0.257964476,0.257665545,0.167540324,0.000847708,0.815686285,0.814838578,730,0.163873561,0.131124794,0.143104387,0.000196542,0.843137264,0.842940722
6536,521548799,,yes,1,none,0,1466,0.217028203,0.168814719,0.167576528,0.000227509,0.673418581,0.673191073,1466,0.11227971,0.066324316,0.113649206,0.000187899,0.609859586,0.609671687
6432,521543976,,yes,3,none,0,5968,0.236720973,0.216759101,0.167960417,6.50E-05,0.869767487,0.869702523,5968,0.130201118,0.115481108,0.143022385,2.07E-06,0.833738625,0.833736552
12446,525371160,,yes,3,none,0,2971,0.26027811,0.275646776,0.168126345,2.36E-05,0.745098054,0.745074462,2971,0.152485027,0.108721882,0.139758048,9.67E-05,0.664945245,0.664848534
4542,521466761,,yes,3,none,0,4150,0.337988857,0.301282227,0.168194028,0.000646559,0.822636664,0.821990105,4150,0.100374493,0.086187556,0.089217686,0.000101349,0.790059686,0.789958337
4571,521466792,,yes,1,none,0,5851,0.232414855,0.171388716,0.168224837,8.43E-06,0.806179345,0.806170917,5851,0.438692579,0.521931887,0.170541517,0.000363256,0.819971085,0.819607828
5892,521520585,,yes,3,none,0,4484,0.244265959,0.223629147,0.168395071,3.65E-05,0.788235307,0.78819877,4484,0.304009605,0.310167164,0.216488722,4.85E-05,0.847422063,0.847373604
6396,521543939,,yes,1,none,0,3481,0.357490222,0.383783191,0.168680217,0,0.775825679,0.775825679,3481,0.213709784,0.167029247,0.16538402,0,0.823412418,0.823412418
12440,525371154,,yes,1,none,0,2154,0.242392612,0.226480991,0.168773252,8.43E-06,0.779449582,0.779441154,2154,0.268545432,0.262207419,0.168800668,2.07E-06,0.737254918,0.737252844
7664,521573509,,yes,3,none,0,6214,0.272293127,0.248771548,0.168855566,0.000525792,0.821777642,0.82125185,6214,0.125830059,0.059652887,0.155493038,2.07E-06,0.866666675,0.866664601
7413,521568422,,yes,6,none,0,3183,0.223176888,0.247633636,0.168928523,0.000231111,0.784839511,0.7846084,3183,0.161583126,0.129069611,0.152831225,4.57E-05,0.828377068,0.828331327
4570,521466791,,yes,2,none,0,7564,0.232788873,0.185842216,0.16905719,8.43E-06,0.771193981,0.771185553,7564,0.143010047,0.108882733,0.12811705,0,0.789545178,0.789545178
6750,521554938,,yes,1,none,0,3305,0.171507751,0.113693193,0.16910862,8.43E-06,0.854393721,0.854385292,3305,0.1734449,0.146554291,0.144576952,0.000101349,0.785978556,0.785877207
8451,521594471,,yes,6,none,0,2690,0.187938232,0.121461019,0.169134508,0.000114454,0.799055874,0.79894142,2690,0.413294306,0.511079252,0.203001786,0.000341055,0.71952337,0.719182315
8893,521620835,,yes,3,none,0,1374,0.232140481,0.196004868,0.169216558,0.000296754,0.824402511,0.824105757,1374,0.130932197,0.120172016,0.088784864,0.000187899,0.536868513,0.536680613
6754,521555029,,yes,1,none,0,9259,0.226736736,0.185133368,0.169497229,2.36E-05,0.815086722,0.81506313,9259,0.162608165,0.137153551,0.126974773,4.57E-05,0.680797398,0.680751657
16364,525652794,,yes,3,none,0,1292,0.318223084,0.343641132,0.16964652,0.003496997,0.847621202,0.844124205,1292,0.099220127,0.088547304,0.096869983,0.000558388,0.598211467,0.597653079
7429,521568451,,yes,3,none,0,4352,0.248817295,0.226677284,0.169867501,3.65E-05,0.792600989,0.792564453,4352,0.348450128,0.443500519,0.212943816,7.61E-06,0.847422063,0.847414456
12430,525371144,,yes,2,none,0,463,0.220039526,0.19056356,0.169875189,0.000511087,0.764322042,0.763810956,463,0.146667821,0.12819095,0.096340343,0,0.498436689,0.498436689
7311,521565936,,yes,1,none,0,912,0.345149664,0.348056972,0.170051159,0.00049857,0.599277914,0.598779343,912,0.132589109,0.082716197,0.134984186,0.000363256,0.663108349,0.662745093
7300,521565834,,yes,1,none,0,9638,0.201087639,0.144278407,0.170513221,4.49E-05,0.80392158,0.803876702,9638,0.193852365,0.108529337,0.184543631,6.12E-06,0.808994174,0.80898805
7731,521575800,,yes,3,none,0,2427,0.374342148,0.388102114,0.170671246,3.23E-05,0.775825679,0.775793378,2427,0.100790316,0.074507728,0.104178507,0.000134962,0.590441644,0.590306682
4544,521466763,,yes,1,none,0,2488,0.193265023,0.14912039,0.170710696,8.43E-06,0.854901969,0.854893541,2488,0.329353013,0.343316704,0.148357602,0.000432519,0.623045444,0.622612926
9255,521632169,,yes,3,none,0,1669,0.303322794,0.306095809,0.170822481,3.65E-05,0.815686285,0.815649749,1669,0.186773811,0.134361446,0.149149321,0.00169678,0.612085938,0.610389159
8914,521620857,,yes,3,none,0,5010,0.311443379,0.310500234,0.170993155,2.36E-05,0.847621202,0.847597611,5010,0.142569775,0.129851773,0.104770474,0,0.627451003,0.627451003
7730,521575799,,yes,3,none,0,3033,0.169747969,0.112791248,0.17105789,4.49E-05,0.788646996,0.788602118,3033,0.414189354,0.428462535,0.193368208,0.000630853,0.850980401,0.850349548
12511,525405448,,yes,6,none,0,4088,0.242550422,0.243712068,0.171062891,4.90E-05,0.690452754,0.690403731,4088,0.137575073,0.091279909,0.128798522,0.000244106,0.735107362,0.734863256
12513,525405450,,yes,6,none,0,3799,0.264637759,0.265030324,0.171074545,6.50E-05,0.75863266,0.758567696,3799,0.14849539,0.090361647,0.138162393,8.39E-05,0.657216907,0.657132967
9234,521632146,,yes,3,none,0,6400,0.2300213,0.201402754,0.171084723,0.000114454,0.842193127,0.842078672,6400,0.224498024,0.203265443,0.149613182,4.57E-05,0.833056152,0.833010411
6529,521548791,,yes,3,none,0,3596,0.28075513,0.262723297,0.171227488,1.55E-05,0.812080979,0.812065456,3596,0.186504706,0.155548692,0.137671623,0.000216662,0.668152332,0.66793567
9522,521672823,,yes,3,none,0,3913,0.287738253,0.294692457,0.171501668,6.50E-05,0.754759073,0.754694109,3913,0.19657537,0.123058334,0.168302889,0.000273079,0.782216549,0.78194347
6540,521548803,,yes,3,none,0,2530,0.245633871,0.204445437,0.171577515,8.43E-06,0.647807181,0.647798753,2530,0.16066017,0.09771961,0.146959584,8.39E-05,0.727805138,0.727721198
6585,521551285,,yes,3,none,0,6560,0.211575584,0.155952349,0.171782237,2.90E-05,0.780259013,0.780230019,6560,0.131849302,0.094252609,0.100302046,1.04E-05,0.774318218,0.774307777
6612,521552558,,yes,3,none,0,5244,0.269513526,0.251560509,0.17178607,4.90E-05,0.696622849,0.696573825,5244,0.135518847,0.114809237,0.117431852,4.85E-05,0.508366585,0.508318125
12523,525405460,,yes,1,none,0,4444,0.213796959,0.177075133,0.171852626,4.90E-05,0.665002406,0.664953382,4444,0.185662599,0.170747831,0.140963701,1.04E-05,0.826820135,0.826809694
8897,521620839,,yes,1,none,0,2720,0.235372412,0.204045683,0.171906448,7.59E-05,0.807869673,0.807793781,2720,0.094145683,0.057970852,0.101079087,0.000165572,0.559191406,0.559025834
12438,525371152,,yes,3,none,0,311,0.405171389,0.38025409,0.172138614,0.008423252,0.787635744,0.779212492,311,0.247011023,0.25257495,0.187677183,0.001003611,0.691442013,0.690438402
12170,525247549,,yes,2,none,0,3121,0.305441006,0.334570408,0.172531027,2.36E-05,0.629220903,0.629197311,3121,0.133638751,0.088298731,0.130570822,0.000134962,0.607726157,0.607591194
8917,521620860,,yes,1,none,0,3006,0.276637444,0.259050727,0.172803593,0.000114708,0.890196085,0.890081377,3006,0.206625219,0.168686002,0.166099694,0.000333133,0.815686285,0.815353153
6667,521552876,,yes,3,none,0,5473,0.271791628,0.25181058,0.173044219,0.00013277,0.838998973,0.838866204,5473,0.132779598,0.104005322,0.136639616,0.000101349,0.819559395,0.819458046
4560,521466780,,yes,1,none,0,6637,0.366056275,0.404764682,0.173159751,2.91E-05,0.741738856,0.741709739,6637,0.102283776,0.099166475,0.081129086,9.67E-05,0.523701668,0.523604957
3311,521357579,,yes,1,none,0,4104,0.264835569,0.245785132,0.173314004,4.49E-05,0.736075401,0.736030523,4104,0.186009499,0.176057607,0.121916975,0.000117009,0.660098851,0.659981842
10075,524725448,,yes,1,none,0,5538,0.23108558,0.191225767,0.173525996,2.90E-05,0.874509811,0.874480818,5538,0.174430153,0.136298984,0.146992754,6.12E-06,0.80392158,0.803915456
12495,525404308,,yes,2,none,0,3508,0.32848536,0.326039851,0.173552378,0.000162563,0.838071942,0.837909379,3508,0.154440172,0.112387434,0.169247908,0,0.817460299,0.817460299
6596,521551946,,yes,6,none,0,7521,0.216584592,0.180392161,0.173565479,0,0.800000012,0.800000012,7521,0.166498064,0.149019614,0.141826058,0,0.823529422,0.823529422
12395,525363635,,yes,3,none,0,3426,0.228751668,0.213559926,0.173776218,2.36E-05,0.688448191,0.688424599,3426,0.116481224,0.091216385,0.080501411,0.000344305,0.557302773,0.556958468
12537,525405655,,yes,1,none,0,1424,0.300465463,0.303893745,0.17405266,0.000627266,0.856886923,0.856259658,1424,0.271062496,0.25286907,0.156994872,0.000248091,0.812419474,0.812171383
4820,521477111,,yes,6,none,0,4852,0.425787127,0.435208291,0.174212822,6.50E-05,0.834191501,0.834126537,4852,0.21100575,0.155038372,0.200168913,0.000163601,0.82972759,0.829563989
9140,521628878,,yes,4,none,0,1033,0.330715596,0.362104595,0.174471348,0.000394965,0.776470602,0.776075637,1033,0.188234393,0.138405964,0.160718761,2.07E-06,0.725094616,0.725092543
12503,525405440,,yes,3,none,0,293,0.266835535,0.253198624,0.174534693,0.000873122,0.56895709,0.568083968,293,0.3390508,0.346084654,0.201651856,0.000278003,0.74498105,0.744703048
8899,521620841,,yes,3,none,0,1646,0.242338297,0.208219796,0.174589736,0.00013806,0.808099806,0.807961746,1646,0.186210102,0.132859886,0.159368118,2.07E-06,0.735922813,0.73592074
6516,521548774,,yes,3,none,0,3757,0.199779046,0.144208714,0.174780399,9.14E-05,0.810171425,0.810080022,3757,0.274735532,0.290392607,0.184335963,8.70E-05,0.785324812,0.785237857
12510,525405447,,yes,6,none,0,2301,0.285601328,0.307465017,0.175021052,8.43E-06,0.72283715,0.722828722,2301,0.157283896,0.15628536,0.143566899,8.39E-05,0.693613946,0.693530007
7614,521571143,,yes,3,none,0,4475,0.207815721,0.153017074,0.175089896,8.43E-06,0.82437253,0.824364102,4475,0.237199468,0.209745631,0.148571249,0.000273079,0.792975485,0.792702406
8464,521594485,,yes,2,none,0,4963,0.256702963,0.231535047,0.175187054,2.91E-05,0.823529422,0.823500305,4963,0.190857488,0.178167373,0.144257401,4.85E-05,0.740517676,0.740469216
7661,521573392,,yes,3,none,0,2215,0.351200454,0.381235272,0.175440174,0.000101469,0.745098054,0.744996585,2215,0.174574237,0.100805774,0.153421286,0.000273079,0.630016923,0.629743844
7401,521568399,,yes,3,none,0,4123,0.260245131,0.211340129,0.175515241,4.90E-05,0.736486435,0.736437411,4123,0.184257414,0.152668104,0.128194863,6.12E-06,0.734977424,0.7349713
9131,521628864,,yes,1,none,0,4922,0.282964162,0.27339232,0.175529134,2.90E-05,0.819064677,0.819035683,4922,0.161652334,0.104955047,0.145151634,0,0.832519591,0.832519591
